kempa,-2.933333,18.4
abari,12.5333333,14.35
kimpasa,-5.683333,15.416667
mazia-mpata,-6.816667,22.85
mayumba,-7.25,26.983333
binga,2.383333,20.5
amgadao,11.4,16.4666667
ndakala,-2.95,26.783333
madjourou,14.0833333,14.0666667
kaw,6.45,10.3666667
bokow,.116667,21.716667
boutica,1.05,9.6833333
goh,11.5,15.0
mufuabinga,-1.15,26.25
sakawika,-9.55,23.366667
kandolo,-3.366667,23.583333
mbouraf,10.3666667,13.9
yaka,4.1261111,18.245
pawa,2.533333,27.7
guingler,10.7833333,14.6833333
okuri,5.45,8.85
